      event_id  detector_system  detector_index  n_hits  first_arrival
922         90                0              77     109       4.764949
923         90                0              80      37       6.117624
924         90                0              88     134       2.348479
925         90                0             115       4       5.781577
926         91                0              42      66       2.956043
927         91                0              44     387       0.793970
928         91                0              45      35       2.310853
929         91                0              73       6       4.869957
930         91                0              74      17       6.084095
931         91                0              75       5       4.750823
932         91                0              82       5       6.348796
933         91                0             113      28       4.827994
934         92                0              42     114       2.765608
935         92                0              44     914       0.850166
936         92                0              45     729       1.712266
937         92                0              73     132       4.414199
938         92                0              74      85       5.436351
939         92                0              75      49       4.167121
940         92                0              82      66       5.784556
941         92                0             113     158       4.353654
942         92                0             118       9       2.683834
943         92                0             130      49       5.456143
944         92                2             133      84       6.540781
945         92                2             134      29       4.449565
946         93                0              42     162       2.879499
947         93                0              44     103       1.541148
948         93                0              45     665       2.152417
949         93                0              73     164       4.038700
950         93                0              74     120       4.842501
951         93                0              75     349       3.402373
952         93                0              80      25       6.555559
953         93                0              81      14       5.519101
954         93                0              82      97       5.287545
955         93                0              83       8       6.352766
956         93                0             113     171       3.979764
957         93                0             118      55       2.710439
958         93                0             130     112       4.971457
959         93                2             133     111       5.942923
960         93                2             134      56       4.421988
961         94                0              42     106       3.234269
962         94                0              45     302       2.746932
963         94                0              73     244       3.851093
964         94                0              74     188       4.247344
965         94                0              75     700       2.981882
966         94                0              80     125       5.940634
967         94                0              81      27       5.456544
968         94                0              82     125       4.860272
969         94                0              83      57       6.090630
970         94                0              96      29       5.845362
971         94                0              99      25       5.665356
972         94                0             113     258       3.786869
973         94                0             115      42       5.799931
974         94                0             118      57       3.010079
975         94                0             130     154       4.559352
976         94                2             133     166       5.339016
977         94                2             134      48       4.593965
978         95                0              45      82       3.386288
979         95                0              73     259       3.917252
980         95                0              74     403       3.659850
981         95                0              75     561       3.474228
982         95                0              77       3       5.928685
983         95                0              78       1       6.820261
984         95                0              80     153       5.344647
985         95                0              81      23       5.535147
986         95                0              82     199       4.577394
987         95                0              83      80       5.949250
988         95                0              96     153       5.310670
989         95                0              99      73       5.506118
990         95                0             113     274       3.856580
991         95                0             115     171       5.269433
992         95                0             130     193       4.288233
993         95                2             133     230       4.750850
994         95                2             134      12       4.981719
995         96                0              73     250       4.205261
996         96                0              74    1224       3.580797
997         96                0              75     315       4.067075
998         96                0              76      26       5.574217
999         96                0              77     126       5.237632
1000        96                0              78      35       6.295678
1001        96                0              80     233       4.749746
1002        96                0              81       3       5.843338
1003        96                0              82     247       4.541627
1004        96                0              83      85       5.934205
1005        96                0              96     206       4.840645
1006        96                0              97      13       5.861203
1007        96                0              99      90       5.483508
1008        96                0             113     272       4.155661
1009        96                0             115     235       4.792791
1010        96                0             130     286       4.243605
1011        96                0             131      37       5.120572
1012        96                2             133     483       4.153671
1013        97                0              73     186       4.625497
1014        97                0              74     375       4.169762
1015        97                0              75     187       4.662693
1016        97                0              76     135       5.062021
1017        97                0              77     191       4.640598
1018        97                0              78      75       6.056554
1019        97                0              80     417       4.154888
1020        97                0              82     218       4.775519
1021        97                0              83      94       6.056552
1022        97                0              96     266       4.461864
1023        97                0              97      41       5.599017
1024        97                0              99      62       5.593852
1025        97                0             113     178       4.585239
1026        97                0             115     298       4.402452
1027        97                0             130     244       4.446835
1028        97                0             131     165       4.617296
1029        97                2             133    1459       3.837724
1030        98                0              73      28       5.143133
1031        98                0              74     243       4.764354
1032        98                0              75      90       5.257510
1033        98                0              76     163       4.612544
1034        98                0              77     322       4.045506
1035        98                0              78     107       5.937513
1036        98                0              79       3       5.785348
1037        98                0              80    1176       3.562495
1038        98                0              82     175       5.178954
1039        98                0              83      40       6.291481
1040        98                0              96     244       4.251160
1041        98                0              97      80       5.480121
1042        98                0              99      28       5.842428
1043        98                0             112       3       5.343688
1044        98                0             113      49       5.088429
1045        98                0             115     250       4.183806
1046        98                0             130     220       4.821410
1047        98                0             131     215       4.196494
1048        98                2             133     481       4.151195
1049        99                0              70      47       3.383319
1050        99                0              74     146       5.357966
1051        99                0              76     195       4.267998
1052        99                0              77     624       3.451524
1053        99                0              78      90       5.949899
1054        99                0              79      22       5.534111
1055        99                0              80     419       3.668196
1056        99                0              82     145       5.662757
1057        99                0              83       1       6.768913
1058        99                0              96     193       4.290009
1059        99                0              97      61       5.497032
1060        99                0             112      13       5.094290
1061        99                0             115     268       4.224602
1062        99                0             130     154       5.287285
1063        99                0             131     275       3.907248
1064        99                2             133     239       4.755560
1065       100                0              70     335       2.704411
1066       100                0              72      65       2.937125
1067       100                0              74     136       5.952803
1068       100                0              76     192       4.128451
1069       100                0              77     740       2.996791
1070       100                0              78      71       6.091851
1071       100                0              79      45       5.466949
1072       100                0              80     197       4.260721
1073       100                0              82      73       6.188368
1074       100                0              88      79       2.869287
1075       100                0              96     145       4.552987
1076       100                0              97      29       5.645357
1077       100                0             112      17       5.052819
1078       100                0             115     159       4.505654
1079       100                0             130      26       5.812237
1080       100                0             131     228       3.839919
1081       100                2             133     151       5.340972
1082       101                0              64      72       1.583766
1083       101                0              70     605       2.110353
1084       101                0              72      71       2.627547
1085       101                0              74      10       6.582341
1086       101                0              76     160       4.253620
1087       101                0              77     295       3.469884
1088       101                0              78      17       6.353480
1089       101                0              79      17       5.533948
1090       101                0              80     110       4.854462
1091       101                0              88     143       2.563298
1092       101                0              96     124       4.961565
1093       101                0             112       8       5.179533
1094       101                0             115     143       4.926945
1095       101                0             131     185       4.024996
1096       101                2             133     124       5.939476
1097       102                0              64     905       0.839646
1098       102                0              70     843       1.625419
1099       102                0              72      12       2.581221
1100       102                0              76     108       4.585643
1101       102                0              77      28       4.223493
1102       102                0              80      95       5.449470
1103       102                0              88      74       2.519369
1104       102                0              96      36       5.447531
1105       102                0             115      75       5.420835
1106       102                0             131     112       4.401139
1107       102                2             133      67       6.544102
1108       103                0              64     440       0.715288
1109       103                0              70      42       2.207988
1110       103                0              76      41       5.031632
1111       103                0              80      22       6.089068
1112       103                0              88      24       2.849423
1113       103                0             131       2       4.974597
1114       104                0              44     105       1.092685
1115       104                0              45      83       2.475705
1116       104                0              73       3       4.800892
1117       104                0              74      44       6.078182
1118       104                0              75      70       4.667246
1119       104                0             118       8       2.494207
1120       104                0             119      24       1.514990
1121       105                0              42      13       3.416701
1122       105                0              44     225       1.123901
1123       105                0              45     207       2.110624
1124       105                0              73      11       4.331501
1125       105                0              74      90       5.496320
1126       105                0              75     109       4.107907
1127       105                0              81      15       5.277120
1128       105                0              82      39       6.122781
1129       105                0              83      19       6.253415
1130       105                0             113      64       4.803411
1131       105                0             118      59       2.113183
1132       105                0             119      68       1.141713
1133       105                0             130      19       5.400788
1134       105                2             133      56       6.566537
1135       106                0              42      14       3.529422
1136       106                0              44      15       1.807318
1137       106                0              45     396       2.344392
1138       106                0              73     191       3.576606
1139       106                0              74      88       4.924535
1140       106                0              75     235       3.603013
1141       106                0              80       8       6.622566
1142       106                0              81     105       4.933968
1143       106                0              82      88       5.703941
1144       106                0              83      77       5.855312
1145       106                0             113     158       4.516258
1146       106                0             118     295       2.147840
1147       106                0             119      92       1.499646
1148       106                0             130     138       4.653815
1149       106                2             133     124       5.946586
1150       107                0              45     258       2.854722
1151       107                0              73     365       3.263720
1152       107                0              74     183       4.378202
1153       107                0              75     289       3.369242
1154       107                0              78       2       6.727997
1155       107                0              80     145       5.994677
1156       107                0              81     137       4.857130
1157       107                0              82     102       5.358450
1158       107                0              83     101       5.540284
1159       107                0              96      85       5.607224
1160       107                0             113     172       4.379757
1161       107                0             118     287       2.533028
1162       107                0             130     208       4.134993
1163       107                2             133     158       5.366670
1164       108                0              45      58       3.505640
1165       108                0              73     457       3.375004
1166       108                0              74     280       3.921970
1167       108                0              75     387       3.656811
1168       108                0              78      72       6.176799
1169       108                0              80     184       5.415051
1170       108                0              81     136       4.955494
1171       108                0              82     157       5.154481
1172       108                0              83     112       5.358783
1173       108                0              96     222       5.039333
1174       108                0             113     197       4.426418
1175       108                0             115      86       5.632945
1176       108                0             118      86       3.117444
1177       108                0             130     304       3.735900
1178       108                2             133     228       4.770176
1179       109                0              73     360       3.791838
1180       109                0              74     517       3.881128
1181       109                0              75     244       4.172653
1182       109                0              77     110       5.299753
1183       109                0              78     113       5.788799
1184       109                0              80     203       4.847950
1185       109                0              81     118       5.202322
1186       109                0              82     151       5.130195
1187       109                0              83     137       5.341832
1188       109                0              96     267       4.495353
1189       109                0             113     145       4.647116
1190       109                0             115     174       5.233711
1191       109                0             130     507       3.658814
1192       109                0             131     109       4.864443
1193       109                2             133     440       4.160254
1194       110                0              73     266       4.312150
1195       110                0              74     346       4.307891
1196       110                0              75     171       4.734350
1197       110                0              76      67       5.452753
1198       110                0              77     157       4.725257
1199       110                0              78     150       5.498933
1200       110                0              79      29       5.552842
1201       110                0              80     309       4.311296
1202       110                0              81      34       5.560612
1203       110                0              82     147       5.294940
1204       110                0              83     136       5.495131
1205       110                0              96     374       3.999478
1206       110                0             113      58       4.996529
1207       110                0             115     170       4.932647
1208       110                0             130     399       3.979539
1209       110                0             131     244       4.304702
1210       110                2             133     870       3.909481
1211       111                0              73     102       4.868933
1212       111                0              74     223       4.850437
1213       111                0              75      88       5.317700
1214       111                0              76     148       5.079722
1215       111                0              77     251       4.167405
1216       111                0              78     121       5.344376
1217       111                0              79     100       5.201309
1218       111                0              80     511       3.900657
1219       111                0              82     113       5.608911
1220       111                0              83     133       5.786152
1221       111                0              96     474       3.669490
1222       111                0             115     174       4.773405
1223       111                0             130     278       4.469465
1224       111                0             131     317       3.783870
1225       111                2             133     472       4.169924
1226       112                0              70      32       3.521186
1227       112                0              72      52       3.097505
1228       112                0              74     165       5.421867
1229       112                0              76     155       4.823092
1230       112                0              77     406       3.664932
1231       112                0              78     125       5.361505
1232       112                0              79     134       4.957044
1233       112                0              80     252       3.953717
1234       112                0              82     111       6.017989
1235       112                0              83      67       6.174221
1236       112                0              96     362       3.729771
1237       112                0             115     159       4.801659
1238       112                0             130     224       5.014173
1239       112                0             131     468       3.366425
1240       112                2             132      28       4.893445
1241       112                2             133     242       4.757300
1242       113                0              70     220       2.817099
1243       113                0              72     265       2.472302
1244       113                0              74     114       6.003407
1245       113                0              76     133       4.722602
1246       113                0              77     305       3.424293
1247       113                0              78      89       5.542861
1248       113                0              79     135       4.870091
1249       113                0              80     173       4.403461
1250       113                0              82      17       6.500055
1251       113                0              83       1       6.777298
1252       113                0              96     207       4.123966
1253       113                0             115     147       5.013233
1254       113                0             130     101       5.580694
1255       113                0             131     320       3.254419
1256       113                2             132      60       4.469070
1257       113                2             133     188       5.346600
1258       114                0              70     332       2.305073
1259       114                0              72     347       2.067768
1260       114                0              74       8       6.663833
1261       114                0              76     138       4.811209
1262       114                0              77     202       3.680604
1263       114                0              78     112       5.855339
1264       114                0              79     104       4.955559
1265       114                0              80     146       4.946379
1266       114                0              88       1       3.489528
1267       114                0              92      35       1.489601
1268       114                0              96     126       4.635074
1269       114                0             115      86       5.346938
1270       114                0             131     174       3.562251
1271       114                2             132      82       4.263955
1272       114                2             133     117       5.945927
1273       115                0              64     207       1.102224
1274       115                0              70     219       2.051281
1275       115                0              72      78       2.006096
1276       115                0              76      85       5.059973
1277       115                0              77      79       4.186460
1278       115                0              78      11       6.253109
1279       115                0              79      24       5.255156
1280       115                0              80      88       5.518498
1281       115                0              92      77       0.999733
1282       115                0              96      26       5.408187
1283       115                0             115       6       5.770444
1284       115                0             131      18       4.340728
1285       115                2             133      51       6.569523
1286       116                0              64      92       1.035275
1287       116                0              70      79       2.390561
1288       116                0              72      31       2.393510
1289       116                0              76       6       5.478062
1290       116                0              77      82       4.743101
1291       116                0              80      39       6.097531
1292       116                0              92      14       1.493059
1293       116                0             131       4       4.803171
1294       116                2             132       1       4.604937
1295       117                0              40      21       3.165907
1296       117                0              45      25       2.900199
1297       117                0              74       1       6.249228
1298       117                0              81      27       5.109581
1299       117                0             118     134       2.274523
1300       117                0             119     192       0.999871
1301       118                0              40      18       3.021825
1302       118                0              45      19       2.834102
1303       118                0              74      57       5.776442
1304       118                0              75      14       4.447609
1305       118                0              83      60       5.895449
1306       118                0             118     501       1.673242
1307       118                0             119    1453       0.600087
1308       118                0             130      73       5.144804
1309       118                2             133      35       6.716937
1310       119                0              40      97       3.101472
1311       119                0              45      77       2.822531
1312       119                0              73     311       3.267961
1313       119                0              74     121       5.199967
1314       119                0              75     146       4.084608
1315       119                0              81     154       4.368478
1316       119                0              82      39       6.181351
1317       119                0              83      93       5.412716
1318       119                0             113      14       5.102679
1319       119                0             118    1210       1.710155
1320       119                0             119     492       1.134802
1321       119                0             130     132       4.507518
1322       119                2             133      95       6.141497
1323       120                0              40      34       3.474418
1324       120                0              45      89       3.187463
1325       120                0              73     812       2.730945
1326       120                0              74      81       4.768855
1327       120                0              75     150       3.965586
1328       120                0              78      47       6.301373
1329       120                0              80      77       6.175285
1330       120                0              81     163       4.262897
1331       120                0              82      88       5.899224
1332       120                0              83     130       5.022738
1333       120                0              96     106       5.509799
1334       120                0              98       9       5.782689
1335       120                0             113      36       4.973452
1336       120                0             118     546       2.284471
1337       120                0             129       6       5.290388
1338       120                0             130     219       3.902528
1339       120                2             133     124       5.519829
1340       121                0              73    1196       2.986669
1341       121                0              74     118       4.472506
1342       121                0              75     217       4.116298
1343       121                0              78     129       5.794227
1344       121                0              80     137       5.643265
1345       121                0              81     185       4.395617
1346       121                0              82     108       5.740085
1347       121                0              83     183       4.775597
1348       121                0              96     223       4.916163
1349       121                0              98      32       5.609405
1350       121                0             113      40       5.009651
1351       121                0             118     162       2.882606
1352       121                0             129       3       5.310424
1353       121                0             130     705       3.320355
1354       121                2             133     129       5.083165
1355       122                0              73     453       3.570952
1356       122                0              74     251       4.443324
1357       122                0              75     200       4.494526
1358       122                0              77      56       5.497444
1359       122                0              78     146       5.335147
1360       122                0              79      29       5.646242
1361       122                0              80     170       5.141758
1362       122                0              81     165       4.722293
1363       122                0              82     115       5.720958
1364       122                0              83     208       4.752482
1365       122                0              96     354       4.321729
1366       122                0              98      60       5.588201
1367       122                0             113       7       5.219913
1368       122                0             115      35       5.734414
1369       122                0             128      10       5.983027
1370       122                0             130    1047       3.143928
1371       122                0             131     131       4.749287
1372       122                2             133     189       4.596551
1373       123                0              73     265       4.163517
1374       123                0              74     218       4.707740
1375       123                0              75     157       4.975192
1376       123                0              77     148       4.978046
1377       123                0              78     174       4.965962
1378       123                0              79     128       5.144192
1379       123                0              80     210       4.723091
1380       123                0              81     116       5.160138
1381       123                0              82     104       5.849897
1382       123                0              83     201       4.962316
1383       123                0              96     567       3.731945
1384       123                0              98      40       5.695210
1385       123                0             115     102       5.485873
1386       123                0             128      47       5.707017
1387       123                0             130     630       3.705393
1388       123                0             131     257       4.155809
1389       123                2             133     306       4.509674
1390       124                0              73     151       4.756444
1391       124                0              74     190       5.136586
1392       124                0              75      59       5.502182
1393       124                0              76      23       5.613472
1394       124                0              77     185       4.506810
1395       124                0              78     186       4.755337
1396       124                0              79     163       4.712605
1397       124                0              80     244       4.468512
1398       124                0              81      18       5.683335
1399       124                0              82      86       6.098930
1400       124                0              83     149       5.331444
1401       124                0              96    1089       3.164192
1402       124                0              98       4       6.021670
1403       124                0             115     111       5.365227
1404       124                0             128      63       5.589892
1405       124                0             130     366       4.295201
1406       124                0             131     449       3.563485
1407       124                2             132      52       4.869196
1408       124                2             133     194       4.622260
1409       125                0              72     144       2.878562
1410       125                0              73       1       5.482881
1411       125                0              74     153       5.637857
1412       125                0              76      39       5.393258
1413       125                0              77     208       4.144778
1414       125                0              78     135       4.777531
1415       125                0              79     172       4.397007
1416       125                0              80     125       4.500145
1417       125                0              82      21       6.472296
1418       125                0              83     119       5.791016
1419       125                0              96     700       3.306017
1420       125                0             114       4       5.278790
1421       125                0             115     107       5.386982
1422       125                0             128      41       5.611343
1423       125                0             130     211       4.889744
1424       125                0             131    1237       2.979297
1425       125                2             132     146       4.347199
1426       125                2             133     127       5.107565
1427       126                0              68      15       3.496529
1428       126                0              70      78       3.156601
1429       126                0              72     494       2.244546
1430       126                0              74      88       6.175588
1431       126                0              76      67       5.323056
1432       126                0              77     149       4.028762
1433       126                0              78     134       5.022309
1434       126                0              79     179       4.274153
1435       126                0              80      98       4.789516
1436       126                0              83      52       6.298961
1437       126                0              96     209       3.892518
1438       126                0             114       5       5.241755
1439       126                0             115      66       5.548231
1440       126                0             128      10       5.776869
1441       126                0             130     121       5.483076
1442       126                0             131     804       2.719846
1443       126                2             132     176       3.938727
1444       126                2             133     128       5.633726
1445       127                0              68      87       3.041909
1446       127                0              70      61       2.785690
1447       127                0              72    1073       1.661680
1448       127                0              76      38       5.386067
1449       127                0              77     140       4.155145
1450       127                0              78      94       5.411999
1451       127                0              79     140       4.394865
1452       127                0              80     107       5.226412
1453       127                0              92     376       1.035097
1454       127                0              96     132       4.489448
1455       127                0             115       9       5.834181
1456       127                0             131     316       3.255391
1457       127                2             132     174       3.695908
1458       127                2             133      78       6.135478
1459       128                0              68      15       2.951048
1460       128                0              70      35       2.675966
1461       128                0              72     619       1.571066
1462       128                0              76       8       5.615407
1463       128                0              77       7       4.538737
1464       128                0              78      46       5.953465
1465       128                0              80      32       5.843119
1466       128                0              92    1653       0.471227
1467       128                0              96      49       5.186232
1468       128                2             132      28       3.748033
1469       128                2             133      40       6.688457
1470       129                0              68      21       3.134583
1471       129                0              70      28       2.825559
1472       129                0              72     127       2.151854
1473       129                0              77       6       5.013069
1474       129                0              79      29       5.135923
1475       129                0              92     150       1.395786
1476       129                2             132      19       4.200850
1477       130                0              40     114       2.670735
1478       130                0              43      10       1.472858
1479       130                0              73       8       4.606818
1480       130                0              75       2       5.328675
1481       130                0              81     112       4.777880
1482       130                0              83      35       6.167996
1483       130                0             118      76       2.320385
1484       130                0             119      60       1.241243
1485       131                0              40     184       2.415349
1486       131                0              43      81       1.416651
1487       131                0              73      72       3.979812
1488       131                0              74      44       6.033744
1489       131                0              75      16       5.070719
1490       131                0              81     135       4.263552
1491       131                0              83      98       5.605035
1492       131                0             118     352       1.822178
1493       131                0             119     569       0.850629
1494       131                0             129      22       4.987574
1495       131                0             130     103       5.133475
1496       132                0              40     266       2.573806
1497       132                0              45      11       3.556805
1498       132                0              73     286       3.386807
1499       132                0              74      55       5.599995
1500       132                0              75     105       4.634416
1501       132                0              81     225       3.841914
1502       132                0              83     142       5.065582
1503       132                0              98      39       5.520064
1504       132                0             118     721       1.864974
1505       132                0             119     279       1.256887
1506       132                0             129      54       4.723957
1507       132                0             130     158       4.553639
1508       132                2             133      60       6.358992
1509       133                0              40     184       3.001451
1510       133                0              73     706       3.001184
1511       133                0              74      49       5.261253
1512       133                0              75     122       4.554400
1513       133                0              78     100       6.069352
1514       133                0              80      19       6.472753
1515       133                0              81     327       3.666440
1516       133                0              82       1       6.577731
1517       133                0              83     157       4.571304
1518       133                0              96     117       5.547149
1519       133                0              98     129       5.209002
1520       133                0             118     424       2.359087
1521       133                0             129     136       4.600354
1522       133                0             130     212       3.995842
1523       133                2             133      81       5.973358
1524       134                0              40      20       3.694014
1525       134                0              73     692       3.160172
1526       134                0              74      85       5.074684
1527       134                0              75     128       4.658003
1528       134                0              78     153       5.508079
1529       134                0              80     117       5.979450
1530       134                0              81     283       3.881137
1531       134                0              82      22       6.332839
1532       134                0              83     291       4.212091
1533       134                0              96     226       4.962947
1534       134                0              98     145       5.022646
1535       134                0             118     146       2.944523
1536       134                0             128      25       5.804755
1537       134                0             129     142       4.643093
1538       134                0             130     433       3.510437
1539       134                2             133     102       5.452116
1540       135                0              73     422       3.658485
1541       135                0              74     140       5.027732
1542       135                0              75     135       4.941069
1543       135                0              77       3       5.927675
1544       135                0              78     218       4.972189
1545       135                0              79      71       5.384551
1546       135                0              80     145       5.558168
1547       135                0              81     231       4.323496
1548       135                0              82      28       6.320971
1549       135                0              83     311       4.172047
1550       135                0              96     312       4.389528
1551       135                0              98     149       4.995148
1552       135                0             128     114       5.417528
1553       135                0             129     119       4.843474
1554       135                0             130     885       3.402465
1555       135                0             131     133       4.794533
1556       135                2             133     145       5.150356
1557       136                0              73     264       4.220504
1558       136                0              74     165       5.213161
1559       136                0              75      51       5.336291
1560       136                0              77      64       5.348957
1561       136                0              78     287       4.493670
1562       136                0              79     160       4.828745
1563       136                0              80     154       5.231075
1564       136                0              81     164       4.842160
1565       136                0              82      18       6.428479
1566       136                0              83     276       4.489798
1567       136                0              96     474       3.842263
1568       136                0              98     175       5.131677
1569       136                0             114      20       5.192070
1570       136                0             128     185       5.139814
1571       136                0             129      19       5.205787
1572       136                0             130     479       3.817317
1573       136                0             131     250       4.214264
1574       136                2             132       5       5.226130
1575       136                2             133     161       5.100185
1576       137                0              73     136       4.799093
1577       137                0              74     138       5.546007
1578       137                0              77     147       4.964363
1579       137                0              78     360       4.174527
1580       137                0              79     226       4.309692
1581       137                0              80     161       5.054110
1582       137                0              81      85       5.396508
1583       137                0              83     189       4.968299
1584       137                0              96    1009       3.418097
1585       137                0              98     132       5.404957
1586       137                0             114      89       4.832429
1587       137                0             115       4       6.023219
1588       137                0             128     168       4.995777
1589       137                0             130     289       4.362821
1590       137                0             131     403       3.652073
1591       137                2             132     138       4.604556
1592       137                2             133     135       5.208384
1593       138                0              68       5       3.745948
1594       138                0              72     109       2.942536
1595       138                0              74      98       5.973615
1596       138                0              77     168       4.694396
1597       138                0              78     240       4.212387
1598       138                0              79     273       3.877274
1599       138                0              80      84       5.097367
1600       138                0              83     141       5.503352
1601       138                0              96     420       3.504830
1602       138                0              98      24       5.792798
1603       138                0             114     114       4.630203
1604       138                0             115       4       6.098164
1605       138                0             128     135       5.023799
1606       138                0             130     192       4.937174
1607       138                0             131     690       3.153732
1608       138                2             132     251       4.046206
1609       138                2             133     101       5.439411
1610       139                0              68     155       2.955784
1611       139                0              72     437       2.335497
1612       139                0              74      25       6.466797
1613       139                0              77     108       4.620479
1614       139                0              78     163       4.572265
1615       139                0              79     328       3.679016
1616       139                0              80      69       5.287397
1617       139                0              83     103       6.063640
1618       139                0              96     238       3.984212
1619       139                0             114     136       4.587463
1620       139                0             128     102       5.207529
1621       139                0             130     136       5.520275
1622       139                0             131     669       2.991701
1623       139                2             132     323       3.504075
1624       139                2             133      92       5.929687
1625       140                0              68     268       2.519236
1626       140                0              72     586       1.846249
1627       140                0              77     101       4.701058
1628       140                0              78     130       5.066915
1629       140                0              79     199       3.870510
1630       140                0              80      65       5.630374
1631       140                0              83       1       6.725637
1632       140                0              92     192       1.186966
1633       140                0              96     137       4.540006
1634       140                0             114      80       4.710461
1635       140                0             128      52       5.512010
1636       140                0             131     308       3.379336
1637       140                2             132     276       3.102858
1638       140                2             133      59       6.366775
1639       141                0              65      39       1.397422
1640       141                0              68     181       2.340993
1641       141                0              72     331       1.766970
1642       141                0              77      46       5.008173
1643       141                0              78      83       5.606652
1644       141                0              79     134       4.301526
1645       141                0              80      40       6.062027
1646       141                0              92     448       0.740623
1647       141                0              96      98       5.116771
1648       141                0             114      14       4.982689
1649       141                0             131      68       3.943716
1650       141                2             132      92       3.220932
1651       142                0              65      10       1.450007
1652       142                0              68     108       2.581372
1653       142                0              72      79       2.243523
1654       142                0              78      34       6.170789
1655       142                0              79     113       4.819347
1656       142                0              92      35       1.172721
1657       142                0              96       2       5.750446
1658       142                0             131      14       4.619696
1659       142                2             132       3       4.340010
1660       143                0              40       5       2.399685
1661       143                0              43     344       0.864382
1662       143                0              73      69       4.716019
1663       143                0              83      34       6.063325
1664       143                0             118      61       2.666631
1665       143                0             129       1       4.955397
1666       144                0              40     571       1.831907
1667       144                0              43     680       0.911640
1668       144                0              73     151       4.218826
1669       144                0              75      12       5.417346
1670       144                0              81      76       4.082060
1671       144                0              83      91       5.468350
1672       144                0              98      31       5.540381
1673       144                0             118     119       2.363159
1674       144                0             119      27       1.530393
1675       144                0             127      13       2.844253
1676       144                0             129     122       4.517548
1677       144                0             130      77       5.329081
1678       145                0              40     582       2.192454
1679       145                0              43      87       1.583833
1680       145                0              73     200       3.808074
1681       145                0              74      24       6.096962
1682       145                0              75      82       5.209636
1683       145                0              78      17       6.573174
1684       145                0              81     297       3.448773
1685       145                0              83     124       4.872261
1686       145                0              98     122       5.074728
1687       145                0             118     225       2.383949
1688       145                0             119       1       2.071681
1689       145                0             127      41       2.833048
1690       145                0             129     181       4.178549
1691       145                0             130     138       4.812356
1692       145                2             133       6       6.772494
1693       146                0              40     285       2.766868
1694       146                0              73     299       3.583335
1695       146                0              74      56       5.787840
1696       146                0              75      70       5.165624
1697       146                0              78     126       5.950576
1698       146                0              81    1009       3.073566
1699       146                0              83     178       4.288558
1700       146                0              96      69       5.712165
1701       146                0              98     153       4.689443
1702       146                0             118     200       2.706728
1703       146                0             127      39       3.150478
1704       146                0             128      22       5.946093
1705       146                0             129     203       4.008097
1706       146                0             130     189       4.356502
1707       146                2             133      74       6.328197
1708       147                0              40     100       3.400991
1709       147                0              73     338       3.663892
1710       147                0              74      62       5.679747
1711       147                0              75      75       5.225957
1712       147                0              78     161       5.358344
1713       147                0              79       1       5.975058
1714       147                0              80      24       6.402027
1715       147                0              81     508       3.514415
1716       147                0              83     448       3.735736
1717       147                0              96     183       5.172243
1718       147                0              98     190       4.445271
1719       147                0             118      28       3.323725
1720       147                0             128     129       5.401070
1721       147                0             129     238       4.068211
1722       147                0             130     260       4.033544
1723       147                2             133      92       5.959816
1724       148                0              73     317       4.002289
1725       148                0              74     118       5.618206
1726       148                0              75      59       5.450188
1727       148                0              78     239       4.768914
1728       148                0              79     121       5.251939
1729       148                0              80      91       6.044122
1730       148                0              81     254       4.089780
1731       148                0              83    1075       3.648321
1732       148                0              96     224       4.667916
1733       148                0              98     229       4.404238
1734       148                0             114      20       5.233884
1735       148                0             128     217       4.951888
1736       148                0             129     198       4.332712
1737       148                0             130     326       3.975186
1738       148                0             131      73       4.984890
1739       148                2             133     114       5.757992
1740       149                0              73     203       4.466720
1741       149                0              74     120       5.759547
1742       149                0              75       1       5.903418
1743       149                0              77       1       5.896420
1744       149                0              78     413       4.187478
1745       149                0              79     178       4.661806
1746       149                0              80     129       5.780757
1747       149                0              81     161       4.677032
1748       149                0              83     389       4.183424
1749       149                0              96     305       4.240970
1750       149                0              98     255       4.588776
1751       149                0             114     126       4.718208
1752       149                0             128     217       4.597313
1753       149                0             129     119       4.727821
1754       149                0             130     298       4.221533
1755       149                0             131     235       4.460664
1756       149                2             132      19       5.151045
1757       149                2             133     125       5.699940
1758       150                0              73      71       4.989051
1759       150                0              74      87       6.025342
1760       150                0              77      58       5.477015
1761       150                0              78    1071       3.651757
1762       150                0              79     307       4.073849
1763       150                0              80     122       5.644333
1764       150                0              81     122       5.269653
1765       150                0              83     222       4.764465
1766       150                0              96     327       3.986967
1767       150                0              98     202       4.937091
1768       150                0             114     211       4.318952
1769       150                0             128     239       4.404988
1770       150                0             129      18       5.256430
1771       150                0             130     245       4.644643
1772       150                0             131     276       3.995461
1773       150                2             132     225       4.518478
1774       150                2             133     117       5.749607
1775       151                0              68      29       3.410412
1776       151                0              72      10       3.461195
1777       151                0              74      36       6.391349
1778       151                0              77      98       5.264986
1779       151                0              78     422       3.736048
1780       151                0              79     594       3.500482
1781       151                0              80      64       5.708958
1782       151                0              83     173       5.354098
1783       151                0              96     261       4.030250
1784       151                0              98     122       5.380690
1785       151                0             114     231       4.053593
1786       151                0             128     169       4.439658
1787       151                0             130     177       5.149208
1788       151                0             131     334       3.656922
1789       151                2             132     297       3.920442
1790       151                2             133      95       5.917133
1791       152                0              68     273       2.728137
1792       152                0              72     167       2.686699
1793       152                0              77      76       5.210988
1794       152                0              78     188       4.289359
1795       152                0              79     961       3.083842
1796       152                0              80      50       5.820667
1797       152                0              83     118       5.945123
1798       152                0              94      23       3.170111
